gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
895520457	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	3A6817F5-CFEF-4107-8A9E-57DA53C48C43	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Wolf River and lower 100 m of Town Branch at TN 295, 1.1 air miles NNE center of Byrdstown	Tennessee	PRESENT	2	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	36.583302	-85.118103							2011-11-12T00:00:00	12	11	2011	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	67130		MG Gatens/2011		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:31.372Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895520417	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	3395A67C-6559-4409-8050-DF1A1211FA90	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Wolf River below TN 325 (at Gilreath Mill), 6.0 air miles ESE of Byrdstown	Tennessee	PRESENT	3	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	36.554199	-85.032501							2011-11-12T00:00:00	12	11	2011	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	67117		MG Gatens/2011		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:29.866Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895509722	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	AF0F3B30-4AB9-4C87-BE31-ACEA3A4A6D85	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	East Fork Stones River at Halls Hill Road (or Pike?), 10.7 air miles E center of Murfreesboro	Tennessee	PRESENT	7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	35.8606	-86.201302							2009-11-15T00:00:00	15	11	2009	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	56419		MG Gatens/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:24.788Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895509695	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	89039C94-9340-43B7-8B7E-2B5D73A65024	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	West Fork Stones River below Stones River Road crossing , ca. 1.5 miles W off US 231, 8.1 air miles S center of Murfreesboro	Tennessee	PRESENT	51	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	35.7341	-86.434601							2009-11-14T00:00:00	14	11	2009	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	56395		BH Tracy/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:32.025Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895509666	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	5E65D603-9EDB-48A5-9705-0C79BE1D240D	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	McCrory Creek at Eudaily-Covington Road, 10.6 air miles SE center of Franklin	Tennessee	PRESENT	14	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	35.826199	-86.7229							2009-11-14T00:00:00	14	11	2009	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	56385		BH Tracy/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:27.556Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895509634	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	6695DBAF-9D64-4B2F-8493-12BC9BE1E4D7	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Harpeth River, shoal area and lower 50 m of Mound Creek, by Cedar Hill/Mound Creek roads intersection, N of Shacklett off US 70, 7.3 air miles ENE White Bluff	Tennessee	PRESENT	6	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	36.1404	-87.095802							2009-11-14T00:00:00	14	11	2009	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	56343		MG Gatens/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:27.373Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895509625	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	59449D88-E632-4DA2-9126-75516482A647	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Harpeth River, shoal area ca. 100 m below (N of) Cedar Hill Road crossing, N of Shacklett off US 70, 6.5 air miles ENE of White Bluff	Tennessee	PRESENT	9	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	36.152599	-87.119499							2009-11-14T00:00:00	14	11	2009	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	56320		MG Gatens & BH Tracy/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:27.729Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895489232	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	A4E1003B-ACBB-4278-A901-48BDAFEF5252	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Dixon Creek, at Dixon Springs Road, ca. ¼ mile N TN 25, ca. 9 miles NW Carthage	Tennessee	PRESENT	2	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	36.368198	-86.048897							2003-05-29T00:00:00	29	5	2003	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	36181		WC Starnes/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:32.501Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895483095	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	2FF41E82-2194-4D7D-81E9-4FD674E6474C	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Dry Creek at Old Dry Creek Road, about 1.1 miles above (S of) US 70, 7.0 air miles NW Smithville	Tennessee	PRESENT	3	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	35.993	-85.929199							2001-04-12T00:00:00	12	4	2001	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	29794		WC Starnes/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:28.234Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895483067	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	D1C8C202-375F-4A9F-9E21-FB857DCD4AA4	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Carr Creek and small tributary, at Hackney Road, 1.1 miles SW Greenbrier	Tennessee	PRESENT	1	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	36.420799	-86.821404							2001-04-13T00:00:00	13	4	2001	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	29811		WC Starnes/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:27.378Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895482598	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	34E512CA-FC31-4E80-B227-59F3EC0FDACE	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	East Fork Stones River at US 231, 6.0 miles N center Murfreesboro	Tennessee	PRESENT	8	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	35.942699	-86.377296							2000-06-06T00:00:00	6	6	2000	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	29303		WC Starnes/2010		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:32.443Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895458536	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	9E993ED2-8FB7-4A9B-AC7B-DD256B86305B	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	East Fork Stones River, at Highway 231 bridge, 6.5 air miles N center Murfreesboro	Tennessee	PRESENT	2	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	35.9417	-86.378304							1967-06-12T00:00:00	12	6	1967	2382287	2382287	PRESERVED_SPECIMEN	NCSM	NCSM-Fishes	4418		WC Starnes/2007		CC0_1_0	North Carolina Museum of Natural Sciences				2023-01-24T16:04:32.307Z		COORDINATE_ROUNDED;REFERENCES_URI_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
895385427	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__95152	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Marrowbone Creek, at roadside park adjacent to SR 90, west side of Morrowbone KY	Kentucky	PRESENT	15	5ffa575c-fcd4-4583-9611-545f67b04316	36.8339	-85.5167											2382287	2382287	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 95152			2014-01-01T00:00:00	CC_BY_4_0		Poly, W. (William) & Donovan, H. (Henry)			2023-01-25T06:55:47.229Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
868436958	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__85665	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne	atripinne	SUBSPECIES	Etheostoma simoterum atripinne (Jordan, 1877)	Etheostoma simoterum atripinne		US	Bledsoe Creek, ust Rock Springs Rd, 0.3 mi S of Bethpage, District 3	Tennessee	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	36.4773	-86.3133							1998-07-17T00:00:00	17	7	1998	4284750	2382287	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 85665		P., B. A.	2011-01-01T00:00:00	CC_BY_4_0		Porter, B. A. (Brady A.) & Carter, M. I. (Michelle I.)			2023-01-25T06:55:43.621Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
868436871	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__85566	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne	atripinne	SUBSPECIES	Etheostoma simoterum atripinne (Jordan, 1877)	Etheostoma simoterum atripinne		US	Bledsoe Creek, ust Rock Springs Rd, 0.3 mi S of Bethpage, District 3	Tennessee	PRESENT	83	5ffa575c-fcd4-4583-9611-545f67b04316	36.4773	-86.3133							1993-04-23T00:00:00	23	4	1993	4284750	2382287	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 85566		P., B. A.	2011-01-01T00:00:00	CC_BY_4_0		Porter, B. A. (Brady A.) & Studebaker, J. (Jay)			2023-01-25T06:55:43.731Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
868436394	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__85114	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne	atripinne	SUBSPECIES	Etheostoma simoterum atripinne (Jordan, 1877)	Etheostoma simoterum atripinne		US	Bledsoe Creek, ust Rock Springs Rd, 0.3 mi S of Bethpage, District 3	Tennessee	PRESENT	28	5ffa575c-fcd4-4583-9611-545f67b04316	36.4773	-86.3133							1993-11-26T00:00:00	26	11	1993	4284750	2382287	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 85114		P., B. A.	2011-01-01T00:00:00	CC_BY_4_0		Porter, B. A. (Brady A.) & Adams, C. A. (Charlotte A.)			2023-01-25T06:55:44.560Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
868435707	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__84534	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne	atripinne	SUBSPECIES	Etheostoma simoterum atripinne (Jordan, 1877)	Etheostoma simoterum atripinne		US	Cumberland River, East branch Stones R., Ust. of 231 Bridge, roadside park about 6.5 air miles N of Murfreesboro	Tennessee	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	35.9417	-86.3778							1993-04-23T00:00:00	23	4	1993	4284750	2382287	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 84534		P., B. A.	2011-01-01T00:00:00	CC_BY_4_0		Porter, B. (Brady) & Studebaker, J. (Jay)			2023-01-25T06:55:42.468Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
868406412	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__50216	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Elk River at Marvin Island (RM 31.0) to Gallus Island (RM 28.0)	Alabama	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	32.7504	-86.7503							1981-10-19T00:00:00	19	10	1981	2382287	2382287	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 50216			2011-01-01T00:00:00	CC_BY_4_0		Yeager, B. (Bruce), Boles & Hilton			2023-01-25T06:55:46.852Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
666654118	afc30a94-6107-488a-b9c0-ba9c4fa68b7c	83f87a35-4d0d-415b-92de-4535108d2235	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne		US	Blackrock Crk., 1/2 mi. S. of Cedar Flats	Kentucky	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862	36.940491	-85.622338							1972-03-31T00:00:00	31	3	1972	2382287	2382287	PRESERVED_SPECIMEN	FMNH	Fishes	78817				CC0_1_0	The Field Museum of Natural History	J. Rainboth, class			2023-01-24T23:10:08.196Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
657017437	8f79c802-a58c-447f-99aa-1d6a0790825a	dc63b7c5-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata		Perciformes	Percidae	Etheostoma	Etheostoma atripinne		SPECIES	Etheostoma atripinne (Jordan, 1877)	Etheostoma atripinne	(Jordan, 1877)	US	Buffalo River at mouth of Grinder Creek, 7 miles South of Hohenwald	Tennessee	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	35.462627	-87.535484							1985-06-09T00:00:00	9	6	1985	2382287	2382287	PRESERVED_SPECIMEN	KU	KUI	21542				CC_BY_4_0		Moots, Kate A; Mayden, Richard L; Begle, D P; Simons, Andrew M			2023-04-19T12:08:48.595Z		COORDINATE_ROUNDED;RECORDED_DATE_INVALID;COLLECTION_MATCH_FUZZY
